name,developer,publisher,popular_tags,game_details,genre
Reassembly,Anisoptera Games,"Indie Voyage,Indie Voyage","Building,Space,Sandbox,Strategy,Action,2D,Indie,Singleplayer,Top-Down,Open World,Exploration,Sci-fi,Shooter,Great Soundtrack,Adventure,Physics,Bullet Hell,Multiplayer,Arcade,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Action,Indie,Strategy"
Peggle Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.,PopCap Games, Inc.","Casual,Puzzle,Arcade,Singleplayer,2D,Addictive,Physics,Multiplayer,Family Friendly,Funny",Single-player,Casual
Grim Fandango Remastered,Double Fine Productions,"Double Fine Productions,Double Fine Productions","Adventure,Point & Click,Classic,Comedy,Story Rich,Noir,Cult Classic,Great Soundtrack,Singleplayer,Remake,Puzzle,Atmospheric,Retro,Funny,Masterpiece,Dark Humor,1990's,Third Person,Indie,Difficult","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Commentary available",Adventure
Overlord II,"Triumph Studios,Virtual Programming","Codemasters,Codemasters","RPG,Villain Protagonist,Fantasy,Singleplayer,Funny,Comedy,Third Person,Action,Magic,Adventure,Action RPG,Strategy,Dark Humor,Open World,Action-Adventure,Dark Fantasy,Masterpiece,Atmospheric,Multiplayer,Puzzle",Single-player,RPG
Thief,"Eidos-Montréal,Feral Interactive (Mac)","Square Enix,Feral Interactive (Mac),Square Enix,Feral Interactive (Mac)","Stealth,Action,Adventure,First-Person,Singleplayer,Dark,Steampunk,Atmospheric,Horror,Parkour,Open World,Assassin,Heist,Masterpiece,Medieval,RPG,Nudity,FPS,Fantasy,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure"
Bully: Scholarship Edition,Rockstar New England,"Rockstar Games,Rockstar Games","Open World,Action,Adventure,Third Person,Comedy,Singleplayer,Great Soundtrack,Funny,Classic,Sandbox,Dark Humor,Satire,Story Rich,Atmospheric,Exploration,Masterpiece,Simulation,Mature,Multiplayer,Controller","Single-player,Partial Controller Support","Action,Adventure"
Sid Meier's Civilization® III Complete,Firaxis Games,"2K,2K","Strategy,Turn-Based Strategy,Turn-Based,Classic,4X,Historical,Singleplayer,Replay Value,Multiplayer,Simulation,Military,Grand Strategy,Exploration,Masterpiece,Addictive,City Builder,Old School","Single-player,Multi-player,Includes level editor",Strategy
Evil Genius,Elixir Studios,"Rebellion,Rebellion","Base Building,Strategy,Villain Protagonist,Comedy,Singleplayer,Simulation,Parody,Stylized,Management,RTS,Funny,Real-Time with Pause,Classic,Building,Masterpiece,God Game,Great Soundtrack,Colorful,Sandbox",Single-player,Strategy
Medieval Engineers,Keen Software House,"Keen Software House,Keen Software House","Early Access,Building,Sandbox,Medieval,Physics,Open World,Destruction,Multiplayer,Simulation,Crafting,Survival,Early Access,Strategy,Singleplayer,Realistic,Action,Indie,Co-op,Adventure,Atmospheric","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Workshop,Partial Controller Support","Action,Indie,Simulation,Strategy,Early Access"
Half-Life 2: Episode Two,Valve,"Valve,Valve","FPS,Action,Sci-fi,Singleplayer,Shooter,Story Rich,First-Person,Classic,Adventure,Aliens,Atmospheric,Zombies,Silent Protagonist,Great Soundtrack,Dystopian,Post-apocalyptic,Masterpiece,Puzzle,Episodic,Horror","Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud,Stats,Includes Source SDK,Commentary available",Action
Brothers in Arms: Earned in Blood™,Gearbox Software,"Ubisoft,Ubisoft","Action,FPS,World War II,Tactical,Military,Strategy,Singleplayer,War",Single-player,Action
Magic: The Gathering - Duels of the Planeswalkers 2013,Stainless Games,"Wizards of the Coast LLC,Wizards of the Coast LLC","Card Game,Strategy,Trading Card Game,Multiplayer,Singleplayer,Fantasy,Magic,Board Game,Co-op","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards",Strategy
Shadowrun Returns,Harebrained Schemes,"Paradox Interactive,Paradox Interactive","RPG,Cyberpunk,Turn-Based,Isometric,Sci-fi,Indie,Strategy,Singleplayer,Tactical,Kickstarter,Moddable,Adventure,CRPG,Story Rich,Crowdfunded,Fantasy,Atmospheric,Turn-Based Strategy,Dystopian,Female Protagonist","Single-player,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Adventure,Indie,RPG,Strategy"
FortressCraft Evolved!,ProjectorGames,"Digital Tribe,Digital Tribe","Sandbox,Crafting,Building,Survival,Indie,Base Building,Open World,Voxel,Strategy,Multiplayer,Simulation,Adventure,RPG,Sci-fi,Casual,Mining,Early Access,Tower Defense,Singleplayer,Action","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Stats,Steam Leaderboards,Includes level editor","Adventure,Casual,Indie,RPG,Simulation,Strategy"
Call of Duty® 2,"Infinity Ward,Aspyr (Mac)","Activision,Aspyr (Mac),Activision,Aspyr (Mac)","Action,World War II,FPS,Multiplayer,Singleplayer,Shooter,War,Classic,First-Person,Historical,Masterpiece,Atmospheric,Military,Story Rich,Co-op,Zombies,Adventure,Casual,Free to Play,Simulation","Single-player,Multi-player",Action
The Room,Fireproof Games,"Fireproof Games,Fireproof Games","Puzzle,Mystery,Point & Click,Atmospheric,Adventure,Singleplayer,Indie,Hidden Object,Short,Horror,Casual,First-Person,Beautiful,Masterpiece,Steampunk,Dark,Lovecraftian,Touch-Friendly,Psychological Horror,Story Rich","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie"
Tom Clancy’s Splinter Cell Blacklist,Ubisoft Toronto,"Ubisoft,Ubisoft","Stealth,Action,Co-op,Third Person,Multiplayer,Adventure,Shooter,Singleplayer,Tactical,Third-Person Shooter,Online Co-Op,Parkour,Masterpiece,FPS,Story Rich,Strategy,Atmospheric,Controller,First-Person,RPG","Single-player,Multi-player,Co-op","Action,Adventure"
Mount Your Friends,Stegersaurus Software Inc.,"Stegersaurus Software Inc.,Stegersaurus Software Inc.","Funny,Comedy,Multiplayer,Physics,Sports,Local Multiplayer,Indie,Competitive,Simulation,Sexual Content,Co-op,2D,Local Co-Op,Casual,Mature,Psychological Horror,4 Player Local,Online Co-Op,Singleplayer,Action","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards","Indie,Simulation,Sports"
ibb & obb,"Sparpweed,Codeglue","Sparpweed,Sparpweed","Co-op,Puzzle,Local Co-Op,Online Co-Op,Platformer,Indie,Cute,Adventure,Multiplayer,Action,Great Soundtrack,Puzzle-Platformer,2D,Difficult,Casual,Family Friendly,Controller,Funny,Local Multiplayer","Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie"
Divinity II: Developer's Cut,Larian Studios,"Larian Studios,Focus Home Interactive,Larian Studios,Focus Home Interactive","RPG,Fantasy,Open World,Dragons,Third Person,Action RPG,Adventure,Singleplayer,Action,Magic,Character Customization,Atmospheric,Medieval,Comedy,Great Soundtrack,Female Protagonist,Funny,Story Rich,Masterpiece,First-Person",Single-player,RPG
Layers of Fear,Bloober Team SA,"Aspyr,Aspyr","Horror,Psychological Horror,Atmospheric,Walking Simulator,First-Person,Singleplayer,Story Rich,Indie,Adventure,Psychedelic,Dark,Great Soundtrack,Puzzle,Mystery,Exploration,Lovecraftian,Surreal,Survival Horror,Point & Click,Short","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Indie"
Infinifactory,Zachtronics,"Zachtronics,Zachtronics","Puzzle,Indie,Building,Simulation,Programming,Sandbox,Singleplayer,First-Person,Difficult,Sci-fi,Automation,Logic,Space,Great Soundtrack,Strategy","Single-player,Steam Achievements,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Indie,Simulation"
Supreme Ruler Ultimate,BattleGoat Studios,"BattleGoat Studios,BattleGoat Studios","Strategy,Simulation,Grand Strategy,Indie,World War II,Sandbox,Cold War,Multiplayer,Real-Time with Pause,Politics,RTS,Historical,Military,War,Alternate History,Singleplayer,Tactical,Moddable,World War I,Turn-Based Strategy","Single-player,Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Simulation,Strategy"
Nancy Drew®: Ghost of Thornton Hall,"HeR Interactive, Inc.","HeR Interactive,HeR Interactive","Adventure,Mystery,Point & Click,Female Protagonist,Puzzle,Singleplayer,Detective",Single-player,Adventure
Worms Revolution,Team17 Digital Ltd,"Team17 Digital Ltd,Team17 Digital Ltd","Strategy,Multiplayer,Funny,Turn-Based Strategy,Turn-Based,Comedy,Local Multiplayer,Local Co-Op,Physics,Singleplayer,2.5D,Tactical,Action,Co-op,Family Friendly,Team-Based,Classic,4 Player Local,Side Scroller,2D","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards",Strategy
King's Quest™ Collection,Sierra,"Activision,Activision","Adventure,Point & Click,Classic,Retro,Fantasy,Pixel Graphics,1990's,1980s,Masterpiece,Female Protagonist,Puzzle",Single-player,Adventure
Tropico 4,Haemimont Games,"Kalypso Media Digital,Kalypso Media Digital","City Builder,Simulation,Strategy,Management,Comedy,Sandbox,Singleplayer,Great Soundtrack,Economy,Real-Time with Pause,Politics,Building,Resource Management,Political,Funny,Cold War,RTS,Atmospheric,God Game,Capitalism","Single-player,Steam Achievements,Steam Trading Cards","Simulation,Strategy"
Prototype 2,Radical Entertainment,"Activision,Activision","Action,Open World,Gore,Adventure,Third Person,Violent,Singleplayer,Superhero,Parkour,Zombies,Hack and Slash,Sandbox,Sci-fi,RPG,Story Rich,Multiplayer,Masterpiece,Stealth,Atmospheric,Horror","Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure"
FINAL FANTASY V,Square Enix,"Square Enix,Square Enix","RPG,JRPG,Classic,Class-Based,Remake,Story Rich,Fantasy,2D,Great Soundtrack,Turn-Based Combat,Character Customization,Retro,1990's,Singleplayer,Anime,Turn-Based,Adventure","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",RPG
SPORE™ Creepy & Cute Parts Pack,Maxis™,"Electronic Arts,Electronic Arts","Simulation,Open World,Adventure,Singleplayer,Funny,God Game,Sandbox,Strategy,Cute,Aliens,Sci-fi,Character Customization,Multiplayer,Action,Space,Family Friendly,RPG",Single-player,Simulation
Dungeon of the Endless™,AMPLITUDE Studios,"SEGA,SEGA","Rogue-like,Strategy,Tower Defense,Pixel Graphics,Indie,RPG,Sci-fi,Dungeon Crawler,Perma Death,Procedural Generation,Resource Management,Survival,Adventure,Difficult,Co-op,Replay Value,Great Soundtrack,Singleplayer,Rogue-lite,2D","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Indie,RPG,Strategy"
SPORE™ Galactic Adventures,EA - Maxis,"Electronic Arts,Electronic Arts","Simulation,Space,Adventure,Action,Exploration,Open World,Singleplayer,Sandbox,Strategy,Sci-fi,Multiplayer,God Game,Funny,RPG,Comedy,Crafting,Masterpiece,Atmospheric,Level Editor,Casual",Single-player,"Action,Simulation"
The Escapists,Mouldy Toof Studios,"Team17 Digital Ltd,Team17 Digital Ltd","Pixel Graphics,Strategy,Crafting,Singleplayer,2D,Simulation,Indie,Difficult,Survival,Action,Adventure,Puzzle,RPG,Top-Down,Funny,Sandbox,Multiplayer,Comedy,Rogue-like,Co-op","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie,Simulation,Strategy"
Road Redemption,"EQ-Games , Pixel Dash Studios","Tripwire Interactive,Tripwire Interactive","Racing,Action,Multiplayer,Arcade,Violent,Local Co-Op,Indie,Singleplayer,Simulation,Local Multiplayer,Third Person,Funny,Gore,4 Player Local,Adventure,Sports,Shooter,Rogue-like,Early Access,Masterpiece","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats","Action,Adventure,Indie,Racing,Simulation"
Axiom Verge,Thomas Happ Games LLC,"Thomas Happ Games LLC,Thomas Happ Games LLC","Metroidvania,Pixel Graphics,Platformer,Great Soundtrack,Indie,2D,Sci-fi,Action,Retro,Adventure,Exploration,Singleplayer,Atmospheric,Cyberpunk,Difficult,Side Scroller,Masterpiece,Horror,Shooter,Aliens","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie"
Octodad: Dadliest Catch,Young Horses,"Young Horses,Young Horses","Comedy,Physics,Funny,Indie,Family Friendly,Adventure,Local Co-Op,Walking Simulator,Action,Singleplayer,Co-op,Short,Puzzle,Simulation,Difficult,Third Person,Addictive,Intentionally Awkward Controls,Great Soundtrack,Local Multiplayer","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Action,Adventure,Indie"
Return to Castle Wolfenstein,Gray Matter Studios,"Bethesda-Softworks,Bethesda-Softworks","FPS,Action,World War II,Classic,Supernatural,Alternate History,Shooter,Singleplayer,First-Person,Masterpiece,Atmospheric,Horror,Multiplayer,Gore,Sci-fi,Zombies,Stealth,Adventure,Great Soundtrack,Retro","Single-player,Multi-player,Steam Cloud",Action
Arma 2: Operation Arrowhead,Bohemia Interactive,"Bohemia Interactive,Bohemia Interactive","Simulation,Military,Action,Multiplayer,Tactical,Strategy,Realistic,Shooter,FPS,Open World,War,Moddable,Sandbox,Co-op,Team-Based,First-Person,Singleplayer,Modern,Difficult,Third Person","Single-player,Multi-player,Co-op,Captions available,Partial Controller Support,Includes level editor","Action,Simulation,Strategy"
Sonic Adventure DX,SEGA,"SEGA,SEGA","Platformer,Adventure,3D Platformer,Great Soundtrack,Classic,Action,Singleplayer,Fast-Paced,Third Person,Retro,Open World,Family Friendly,3D,Replay Value,Story Rich,Controller,1990's,Memes,Racing,Female Protagonist","Single-player,Partial Controller Support",
Delta Force: Black Hawk Down,NovaLogic,"NovaLogic,THQ Nordic,NovaLogic,THQ Nordic","Action,Military,FPS,Multiplayer,Classic,War,Shooter,Singleplayer","Single-player,Multi-player",Action
Aura Kingdom,X-Legend,"Aeria Games,Aeria Games","Anime,Free to Play,MMORPG,RPG,Massively Multiplayer,Adventure,Multiplayer,Fantasy,Open World,Action,Cute,Casual,JRPG,Magic,Third Person,PvE,Nudity,Online Co-Op,Co-op,Female Protagonist","MMO,Steam Trading Cards","Adventure,Casual,Free to Play,Massively Multiplayer,RPG"
Grand Theft Auto: Vice City,Rockstar Games,"Rockstar Games,Rockstar Games","Open World,Action,1980s,Classic,Great Soundtrack,Third Person,Crime,Singleplayer,Sandbox,Driving,Atmospheric,Third-Person Shooter,Shooter,Adventure,Violent,Masterpiece,Mature,Music,Multiplayer,Funny","Single-player,Partial Controller Support",Action
Resident Evil / biohazard HD REMASTER,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.,CAPCOM Co., Ltd.","Survival Horror,Zombies,Horror,Classic,Remake,Atmospheric,Singleplayer,Puzzle,Survival,Adventure,Action,Third Person,Cult Classic,Female Protagonist,Masterpiece,Story Rich,Difficult,Gore,Shooter,Great Soundtrack","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure"
Car Mechanic Simulator 2015,Red Dot Games,"PlayWay S.A.,PlayWay S.A.","Simulation,Singleplayer,Building,Driving,Education,Racing,First-Person,Management,Puzzle,Casual,Realistic,Multiplayer,Great Soundtrack,Atmospheric,Funny,Action,Mod,Sandbox,Open World,FPS",Single-player,"Racing,Simulation"
Mordheim: City of the Damned,Rogue Factor,"Focus Home Interactive,Focus Home Interactive","Tactical,Games Workshop,Turn-Based,RPG,Strategy,Dark Fantasy,Turn-Based Tactics,Multiplayer,Turn-Based Strategy,Fantasy,Turn-Based Combat,Perma Death,Singleplayer,Medieval,Board Game,Procedural Generation,Indie,Controller,Competitive,Tactical RPG","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","RPG,Strategy"
Life is Feudal: Your Own,Bitbox Ltd.,"Bitbox Ltd.,Bitbox Ltd.","Medieval,Open World,Survival,Crafting,Sandbox,Building,Multiplayer,RPG,Simulation,Co-op,MMORPG,Action,Adventure,Massively Multiplayer,Indie,Strategy,Atmospheric,Historical,Singleplayer,Walking Simulator","Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Stats","Action,Indie,RPG,Simulation"
Close Combat - Gateway to Caen,Slitherine Ltd.,"Slitherine Ltd.,Slitherine Ltd.","Strategy,World War II,Simulation,Tactical,Wargame,Historical,RTS,Top-Down,Singleplayer,Multiplayer,Turn-Based Strategy,Real-Time with Pause,Realistic,2D,Real Time Tactics,Real-Time","Single-player,Multi-player,Includes level editor","Simulation,Strategy"
Anno 2205™,Blue Byte,"Ubisoft,Ubisoft","Strategy,City Builder,Simulation,Futuristic,Sci-fi,Economy,Singleplayer,Space,Management,Resource Management,RTS,Multiplayer,Building,Great Soundtrack,Sandbox,Casual,4X,Illuminati,Masterpiece,Base Building","Single-player,Steam Achievements,Steam Trading Cards","Simulation,Strategy"
Downwell,Moppin,"Devolver Digital,Devolver Digital","Platformer,Pixel Graphics,Indie,Action,Difficult,Rogue-like,2D,Fast-Paced,Rogue-lite,Arcade,Retro,Shoot 'Em Up,Singleplayer,Adventure,Procedural Generation,Great Soundtrack,Replay Value,Perma Death,Shooter,GameMaker","Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards","Action,Adventure,Indie"
The Guild II Renaissance,Rune Forge,"THQ Nordic,THQ Nordic","Simulation,Strategy,Economy,Medieval,RPG,Trading,City Builder,Singleplayer,Politics,Multiplayer,Management,Sandbox,Resource Management,Historical,Open World,Building,Violent,Spectacle fighter,Swordplay,Submarine",Single-player,"Simulation,Strategy"
RISK™: Factions,Stainless Games,"Electronic Arts,Electronic Arts","Strategy,Board Game,Multiplayer,Singleplayer,Local Multiplayer,Turn-Based","Single-player,Multi-player,Steam Achievements,Partial Controller Support",Strategy
The Black Watchmen,Alice & Smith,"Alice & Smith,Alice & Smith","Illuminati,Puzzle,Horror,Indie,RPG,Adventure,Massively Multiplayer,Conspiracy,Psychological Horror,Mystery,Atmospheric","Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie,RPG"
