user,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20
92322563,NEOTOKYO,ArmaColdWarAssault,TeleglitchDieMoreEdition,TheWitcher2AssassinsofKingsEnhancedEdition,Awesomenauts,CallofDutyBlackOps,Starbound,Metro2033,MightMagicHeroesVI,MassEffect,NaturalSelection2,WolfensteinTheNewOrder,KingdomsofAmalurReckoning,OrcsMustDie,TheBindingofIsaac,DEFCON,WAKFU,AssassinsCreedIII,CompanyofHeroesNewSteamVersion,APBReloaded
92390715,FootballManager2015,FootballManager2009,FootballManager2013,FootballManager2014,CompanyofHeroes,WarThunder,TotalWarROMEIIEmperorEdition,Fallout3GameoftheYearEdition,MedalofHonorTMSinglePlayer,ARKSurvivalEvolved,AdVentureCapitalist,TheElderScrollsVSkyrim,TeleglitchDieMoreEdition,XCOMEnemyUnknown,GameDevTycoon,TheBindingofIsaac,Besiege,BioShock,GrandTheftAutoSanAndreas,CallofDutyAdvancedWarfareMultiplayer
92393218,CallofDutyBlackOpsIIMultiplayer,CallofDutyBlackOps,Dota2,DCUniverseOnline,CallofDutyModernWarfare2Multiplayer,Left4Dead2,CastleCrashers,CallofDutyBlackOpsMultiplayer,Robocraft,GrandTheftAutoV,Unturned,FreeStyle2StreetBasketball,DarkMessiahofMightMagicMultiPlayer,DirtyBomb,Ricochet,RAGE,CallofDutyModernWarfare2,Warframe,GoatSimulator,MetroLastLight
92412666,Terraria,ZombiesMonstersRobots,Darksiders,Warface,StarboundUnstable,BatmanArkhamOrigins,Firefall,GrandTheftAutoIV,AgeofChivalry,Besiege,DivinityOriginalSin,BlacklightRetribution,StarWarsKnightsoftheOldRepublic,DragonAgeOriginsUltimateEdition,PAYDAYTheHeist,SupremeCommander,EuropaUniversalisIV,OverlordII,FarCry3,Metro2033Redux
92420207,NEOTOKYO,ArmaColdWarAssault,Unturned,CallofDutyModernWarfare2,CallofDutyBlackOps,Left4Dead2,Warframe,Portal,ScribblenautsUnlimited,CastleCrashers,SidMeiersCivilizationV,Starbound,CrysisWars,TheWitcherEnhancedEdition,SpiralKnights,Terraria,DontStarve,HalfLife2,GoatSimulator,Ricochet
92429863,NEOTOKYO,RedOrchestraOstfront4145,ArmaColdWarAssault,OddworldAbesOddysee,MightMagicHeroesVI,APBReloaded,MountBladeWarband,SourceFilmmaker,Defiance,EndlessSpace,Besiege,MortalKombatKollection,CallofDutyAdvancedWarfareMultiplayer,Warhammer40000DawnofWarIIChaosRising,JustCause2,StarWarsKnightsoftheOldRepublic,WarlockMasteroftheArcane,Warhammer40000SpaceMarine,MedievalIITotalWarKingdoms,PrisonArchitect
92436417,NEOTOKYO,TheBindingofIsaac,CallofDutyBlackOps,AgeofEmpiresIIHDEdition,AliensvsPredator,StarWarsKnightsoftheOldRepublic,TeleglitchDieMoreEdition,Thief,HitmanAbsolution,MedievalIITotalWar,MightMagicHeroesVI,CompanyofHeroesTalesofValor,Awesomenauts,BatmanArkhamOrigins,Audiosurf,JustCause2,HeroesGenerals,Starbound,PapersPlease,Metro2033
92482012,AlienSwarm,NapoleonTotalWar,EmpireTotalWar,GrandTheftAutoEpisodesfromLibertyCity,Arma2OperationArrowhead,OrcsMustDie2,Insurgency,NoMoreRoominHell,DeathmatchClassic,SakuraClicker,Magicka,PAYDAYTheHeist,CrysisWarhead,Warhammer40000DawnofWarII,GoatSimulator,Left4Dead,BurnoutParadiseTheUltimateBox,AmericasArmyProvingGrounds,MirrorsEdge,Portal
92484390,ArmaColdWarAssault,Warframe,DeadIsland,Left4Dead2,Dota2,WaroftheRoses,XCOMEnemyUnknown,DarkSoulsPreparetoDieEdition,KerbalSpaceProgram,ClickerHeroes,HotlineMiami,TorchlightII,PathofExile,TeamFortressClassic,TheWitcher3WildHunt,MarvelHeroes2015,Sanctum,CounterStrikeGlobalOffensive,Neverwinter,CompanyofHeroesOpposingFronts
92501792,NEOTOKYO,ArmaColdWarAssault,FootballManager2015,WarThunder,MightMagicHeroesVI,TheElderScrollsVSkyrim,MountBladeWarband,FootballManager2013,FootballManager2009,CompanyofHeroes,AdVentureCapitalist,FootballManager2014,RedOrchestraOstfront4145,APBReloaded,TotalWarROMEIIEmperorEdition,XCOMEnemyUnknown,TeleglitchDieMoreEdition,OrcsMustDie,PrisonArchitect,TotalWarSHOGUN2
92503355,Dota2,XCOMEnemyUnknown,DontStarve,ClickerHeroes,HeroesGenerals,Neverwinter,TombRaider,DeadIsland,AdVentureCapitalist,WolfensteinTheNewOrder,TeleglitchDieMoreEdition,MightMagicHeroesVI,CompanyofHeroesOpposingFronts,CallofDutyModernWarfare3,MedievalIITotalWarKingdoms,WaroftheRoses,Anno2070,StrongholdKingdoms,Sanctum,CallofDutyGhosts
92542467,TheElderScrollsVSkyrim,Anno2070,TheWitcher2AssassinsofKingsEnhancedEdition,NaturalSelection2,Metro2033,AlanWake,KingdomsofAmalurReckoning,HalfLife2,Dishonored,CompanyofHeroes,JustCause2,FootballManager2012,MassEffect,TorchlightII,Fallout,CommandandConquerRedAlert3Uprising,DarksidersII,WAKFU,MagicDuels,HAWKEN
92593907,NoMoreRoominHell,Portal,ArmaColdWarAssault,GoatSimulator,BioShockInfinite,CounterStrike,SpiralKnights,Spore,ChivalryMedievalWarfare,Left4Dead2,Portal2,SurgeonSimulator,ScribblenautsUnlimited,PlanetSide2,Outlast,TheStanleyParable,Ricochet,TotalWarROMEIIEmperorEdition,RealmoftheMadGod,GrandTheftAutoV
92595907,Warframe,Warhammer40000SpaceMarine,RedOrchestraOstfront4145,MarvelHeroes2015,Fallout,GunMonkeys,TeleglitchDieMoreEdition,MightMagicHeroesVI,Warhammer40000DawnofWarIIRetribution,Warhammer40000DawnofWarIIChaosRising,BatmanArkhamCityGOTY,ChivalryMedievalWarfare,Anno2070,TheBindingofIsaac,TeamFortressClassic,DeusExHumanRevolution,AdVentureCapitalist,GalacticCivilizationsIIUltimateEdition,Metro2033,DarkSoulsPreparetoDieEdition
92600849,Left4Dead2,CallofDutyBlackOps,Nosgoth,MortalKombatKompleteEdition,TheWitcherEnhancedEdition,Dota2,KillingFloor,Robocraft,FTLFasterThanLight,TeamFortressClassic,GoatSimulator,DontStarve,SaintsRowTheThird,PokerNightattheInventory,TeamFortress2,NoMoreRoominHell,ScribblenautsUnlimited,Warframe,JustCause,TheDarknessII
92612763,StarTrekOnline,TotalWarSHOGUN2,GameDevTycoon,MedievalIITotalWarKingdoms,RisingStormRedOrchestra2Multiplayer,PlanetaryAnnihilation,CallofDutyWorldatWar,PatchtestingforChivalry,TheBindingofIsaac,CompanyofHeroes,CompanyofHeroes2,Stronghold3,HeroesGenerals,CallofDutyBlackOpsMultiplayer,MountBladeWarband,StarConflict,CallofDutyAdvancedWarfareMultiplayer,NaturalSelection2,CallofDutyGhostsMultiplayer,DayZ
92639430,CompanyofHeroesNewSteamVersion,Metro2033,CounterStrikeConditionZero,WAKFU,KingdomsofAmalurReckoning,DarksidersII,TeleglitchDieMoreEdition,SeriousSam3BFE,MetroLastLight,BioShock,DEFCON,NaturalSelection2,Outlast,MassEffect,DeusExHumanRevolutionDirectorsCut,Awesomenauts,LANoire,MedievalIITotalWar,StarboundUnstable,CallofDutyBlackOps
92651253,CallofDutyModernWarfare2,Unturned,Dota2,CastleCrashers,Terraria,KillingFloor,HalfLife2,DCUniverseOnline,JustCause,FreetoPlay,RomeTotalWar,RACE07,HitmanAbsolution,TheWitcherEnhancedEdition,SpiralKnights,TeamFortressClassic,EverlastingSummer,Nosgoth,GoatSimulator,CallofDutyAdvancedWarfare
92663477,KillingFloor,NapoleonTotalWar,Left4Dead2,Trove,EmpireTotalWar,Left4Dead,CounterStrikeSource,GarrysMod,NoMoreRoominHell,CallofDutyBlackOpsMultiplayer,BattlefieldBadCompany2,CallofDutyBlackOpsIIMultiplayer,DayofDefeatSource,CallofDutyModernWarfare3Multiplayer,SuperMondayNightCombat,TomClancysGhostReconPhantomsNA,AlanWake,DontStarve,HalfLife2Deathmatch,Robocraft
92669869,MightMagicHeroesVI,TheWitcher2AssassinsofKingsEnhancedEdition,Metro2033,JustCause2,KingdomsofAmalurReckoning,OrcsMustDie,MassEffect,WolfensteinTheNewOrder,Awesomenauts,CompanyofHeroesTalesofValor,ShadowrunReturns,DEFCON,APBReloaded,Fallout,GuacameleeGoldEdition,BioShock,FalloutNewVegas,BatmanArkhamOrigins,StarWarsKnightsoftheOldRepublic,Anno2070
92788681,NEOTOKYO,TheElderScrollsVSkyrim,MightMagicHeroesVI,APBReloaded,JustCause2,CrysisWars,Starbound,RedOrchestraOstfront4145,StarWarsKnightsoftheOldRepublic,GuacameleeGoldEdition,CallofDutyAdvancedWarfareMultiplayer,Warhammer40000DawnofWarIIChaosRising,CompanyofHeroesTalesofValor,TeleglitchDieMoreEdition,TheSwapper,ShadowrunReturns,OrcsMustDie,CommandandConquerRedAlert3Uprising,Warhammer40000SpaceMarine,SupremeCommander
92842632,KillingFloor,AlienSwarm,OddworldAbesOddysee,Robocraft,HalfLife2,Warhammer40000DawnofWarIIRetribution,ClickerHeroes,BattlefieldBadCompany2,MedalofHonorTMMultiplayer,KerbalSpaceProgram,MortalKombatKollection,OrcsMustDie2,Hammerwatch,PrisonArchitect,DCUniverseOnline,CallofDutyModernWarfare3,Borderlands,EastIndiaCompanyGold,Defiance,Stronghold3
92842809,NEOTOKYO,APBReloaded,JustCause2,RedOrchestraOstfront4145,SourceFilmmaker,MightMagicHeroesVI,TheBindingofIsaac,GuacameleeGoldEdition,Arma2OperationArrowhead,DarkSoulsPreparetoDieEdition,OddworldAbesOddysee,StarWarsKnightsoftheOldRepublic,MortalKombatKollection,WormsReloaded,MountBladeWarband,Defiance,GarrysMod,TeleglitchDieMoreEdition,BatmanArkhamOrigins,Elsword
92843672,Ricochet,CounterStrikeGlobalOffensive,Left4Dead,CounterStrike,AmericasArmyProvingGrounds,KillingFloor,ArmaColdWarAssault,Rust,AceofSpades,HalfLife2,DayZ,Arma3,CounterStrikeConditionZero,CallofDutyBlackOpsIIMultiplayer,Hammerwatch,PlanetSide2,TomClancysGhostReconPhantomsNA,UberStrike,NoMoreRoominHell,CastleCrashers
92901130,FootballManager2009,FootballManager2015,FootballManager2013,CallofDutyAdvancedWarfare,TorchlightII,HitmanAbsolution,DeadIsland,MedalofHonorTMSinglePlayer,AgeofEmpiresIIHDEdition,Fallout3GameoftheYearEdition,DontStarve,MedievalIITotalWar,TombRaider,GameDevTycoon,Besiege,AdVentureCapitalist,TheMightyQuestForEpicLoot,RocketLeague,CompanyofHeroes,CallofDutyModernWarfare2
92904111,ArmaColdWarAssault,SidMeiersCivilizationV,TotalWarROMEIIEmperorEdition,Warframe,MountBladeWarband,AlienSwarm,PatchtestingforChivalry,ClickerHeroes,MedievalIITotalWarKingdoms,MarvelHeroes2015,Left4Dead2,UniverseSandbox,NapoleonTotalWar,FracturedSpace,PrisonArchitect,CallofDutyModernWarfare3Multiplayer,CallofDutyModernWarfare3,RiskofRain,SpaceEngineers,Trine2
92914917,PathofExile,SidMeiersCivilizationV,H1Z1,ClickerHeroes,NEOTOKYO,AdVentureCapitalist,AlanWake,TorchlightII,CallofDutyBlackOpsIIMultiplayer,WarThunder,DontStarve,DarkMessiahofMightMagicMultiPlayer,CompanyofHeroesOpposingFronts,Warframe,TheExpendabros,FistfulofFrags,CallofDutyModernWarfare3,Magicka,CounterStrikeNexonZombies,BLOCKADE3D
92929791,NEOTOKYO,ArmaColdWarAssault,CallofDutyModernWarfare3Multiplayer,TheElderScrollsVSkyrim,CallofDutyWorldatWar,HeroesGenerals,SidMeiersCivilizationV,CallofDutyBlackOpsIIMultiplayer,DontStarve,WarThunder,Anno2070,DayZ,CrysisWars,ClickerHeroes,TombRaider,H1Z1,CounterStrikeNexonZombies,StrongholdKingdoms,Trine2,WAKFU
92940732,H1Z1,GarrysMod,DeathmatchClassic,InfestationSurvivorStories,Portal,Ricochet,Dota2,DayZ,TeamFortress2,AlienSwarm,Borderlands2,CallofDutyWorldatWar,Trove,DontStarve,NoMoreRoominHell,ARKSurvivalEvolved,SeriousSam3BFE,TotalWarROMEIIEmperorEdition,CastleCrashers,PAYDAY2
92958887,JustCause2,AssassinsCreedIII,DontStarveTogetherBeta,TeamFortressClassic,ScribblenautsUnlimited,DeusExHumanRevolution,TheWitcherEnhancedEdition,AssassinsCreedRevelations,AmnesiaTheDarkDescent,ChivalryMedievalWarfare,DCUniverseOnline,OddworldAbesOddysee,TheElderScrollsIVOblivion,TheStanleyParable,GuacameleeGoldEdition,AliensvsPredator,MightMagicHeroesVI,RedFactionGuerrillaSteamEdition,FTLFasterThanLight,HeroesGenerals
92965596,NEOTOKYO,ArmaColdWarAssault,RedOrchestraOstfront4145,OddworldAbesOddysee,Arma2OperationArrowhead,MountBladeWarband,APBReloaded,CallofDutyAdvancedWarfareMultiplayer,SourceFilmmaker,DarkSoulsPreparetoDieEdition,DeathmatchClassic,MortalKombatKollection,MightMagicHeroesVI,Defiance,CallofDuty4ModernWarfare,EndlessSpace,GuacameleeGoldEdition,CallofDutyWorldatWar,Anno2070,AssassinsCreedII
93021129,Left4Dead2,Unturned,NoMoreRoominHell,Left4Dead,ArcheAge,GarrysMod,Borderlands,HalfLife2Deathmatch,GoatSimulator,FTLFasterThanLight,MarvelHeroes2015,ChivalryMedievalWarfare,Robocraft,CallofDutyBlackOps,Blender276b,SuperMondayNightCombat,BattlefieldBadCompany2,Portal,AlienSwarm,Nosgoth
93030550,NapoleonTotalWar,MountBladeWarband,DeathmatchClassic,Arma2OperationArrowhead,AlienSwarm,TotalWarROMEIIEmperorEdition,PatchtestingforChivalry,FracturedSpace,PrisonArchitect,CrusaderKingsII,OddworldAbesOddysee,MedievalIITotalWarKingdoms,RedOrchestraOstfront4145,OrcsMustDie2,RiskofRain,DayofDefeatSource,MortalKombatKollection,AssassinsCreedII,NeedforSpeedHotPursuit,WormsReloaded
93034535,NEOTOKYO,ArmaColdWarAssault,APBReloaded,CrysisWars,CallofDutyBlackOpsIIMultiplayer,Portal,CallofDutyModernWarfare2Multiplayer,StarWarsKnightsoftheOldRepublic,DayZ,WormsReloaded,CallofDutyBlackOpsMultiplayer,PokerNightattheInventory,Warhammer40000DawnofWarIIRetribution,CallofDutyWorldatWar,BattlefieldBadCompany2,CallofDutyAdvancedWarfareMultiplayer,CallofDutyBlackOpsII,GuacameleeGoldEdition,TheElderScrollsVSkyrim,Starbound
93054621,Portal,CallofDutyBlackOpsIIMultiplayer,CallofDutyModernWarfare2Multiplayer,CallofDutyBlackOpsMultiplayer,CrysisWars,BattlefieldBadCompany2,CallofDutyBlackOpsII,NEOTOKYO,CallofDutyWorldatWar,CastleCrashers,GoatSimulator,AliensvsPredator,DayZ,DeadIslandRiptide,Ricochet,CallofDutyModernWarfare2,GrandTheftAutoV,SpiralKnights,SuperbrothersSwordSworceryEP,Warhammer40000DawnofWarII
93085014,EmpireTotalWar,ArmaColdWarAssault,TotalWarSHOGUN2,AlienSwarm,XCOMEnemyUnknown,MountBladeWarband,SidMeiersCivilizationV,PrisonArchitect,NapoleonTotalWar,DontStarve,WarThunder,DeadIsland,SniperEliteV2,DeathmatchClassic,PatchtestingforChivalry,OddworldAbesOddysee,Neverwinter,CrusaderKingsII,MightMagicHeroesVI,TheBindingofIsaacRebirth
93108463,ArmaColdWarAssault,ClickerHeroes,MountBladeWarband,WaroftheRoses,XCOMEnemyUnknown,AdVentureCapitalist,KerbalSpaceProgram,StrongholdKingdoms,PrisonArchitect,MightMagicHeroesVI,APBReloaded,DeadIsland,Sanctum,CompanyofHeroesOpposingFronts,7DaystoDie,MedievalIITotalWarKingdoms,ShadowrunReturns,CrysisWars,RedOrchestraOstfront4145,StarWarsTheForceUnleashedUltimateSithEdition
93126933,Fallout,WaroftheRoses,WargameEuropeanEscalation,DragonAgeOrigins,XCOMEnemyUnknown,MightMagicHeroesVI,TeamFortressClassic,ShadowrunReturns,DeadIsland,Audiosurf,AssassinsCreedRevelations,BatmanArkhamCityGOTY,Magicka,FEARPerseusMandate,TwoWorldsEpicEdition,HeroesGenerals,Loadout,Monaco,MagickaWizardWars,FTLFasterThanLight
93189271,ArmaColdWarAssault,PlanetSide2,DontStarveTogetherBeta,Portal,Starbound,JustCause,CallofDutyModernWarfare2Multiplayer,AssassinsCreedIII,CallofDutyBlackOpsII,HitmanAbsolution,MarvelHeroes2015,NEOTOKYO,OddworldAbesOddysee,BatmanArkhamAsylumGOTYEdition,PAYDAYTheHeist,LANoire,DeadIslandEpidemic,SupremeCommander,MiddleearthShadowofMordor,Fallout4
93203004,NEOTOKYO,GarrysMod,SourceFilmmaker,WormsReloaded,Borderlands,StarWarsKnightsoftheOldRepublic,TheBindingofIsaac,ZombiePanicSource,Elsword,Blender276b,APBReloaded,TheElderScrollsIVOblivion,DarkSoulsPreparetoDieEdition,MortalKombatKollection,SuperMeatBoy,NapoleonTotalWar,Audiosurf,Left4Dead,JustCause2,Warhammer40000DawnofWarIIChaosRising
93212858,ArmaColdWarAssault,PathofExile,SidMeiersCivilizationV,TheWitcher2AssassinsofKingsEnhancedEdition,AdVentureCapitalist,Borderlands2,XCOMEnemyUnknown,ShadowrunReturns,WolfensteinTheNewOrder,DungeonDefendersII,TheElderScrollsVSkyrim,CompanyofHeroesOpposingFronts,TombRaider,TorchlightII,MightMagicHeroesVI,Sanctum,MedievalIITotalWarKingdoms,StarWarsTheForceUnleashedUltimateSithEdition,DungeonDefenders,ClickerHeroes
93259090,ArmaColdWarAssault,TheWitcher2AssassinsofKingsEnhancedEdition,SpaceEngineers,HitmanSniperChallenge,PokerNightattheInventory,HalfLife2EpisodeOne,CallofDutyAdvancedWarfareMultiplayer,Tropico4,ShadowrunReturns,Sanctum2,Psychonauts,DeadIsland,KaneLynch2DogDays,Torchlight,StateofDecay,DarkMessiahofMightMagicMultiPlayer,JustCause2,WolfensteinTheNewOrder,Tropico3SteamSpecialEdition,OrcsMustDie
93269664,NEOTOKYO,ArmaColdWarAssault,Unturned,Left4Dead2,DCUniverseOnline,Arma3,CounterStrikeGlobalOffensive,TorchlightII,DarkMessiahofMightMagicMultiPlayer,TheWitcher2AssassinsofKingsEnhancedEdition,TeamFortress2,CastleCrashers,Rust,EastIndiaCompanyGold,MagicDuels,CallofDutyModernWarfare2,CallofDutyModernWarfare3,CounterStrikeSource,CounterStrikeConditionZero,PAYDAY2
93275329,Borderlands,BattlefieldBadCompany2,Dishonored,Hammerwatch,Ricochet,PlantsvsZombiesGameoftheYear,KillingFloor,DeathmatchClassic,7DaystoDie,H1Z1TestServer,RAGE,CounterStrikeSource,FEARExtractionPoint,SpaceEngineers,Warhammer40000DawnofWarII,MedievalIITotalWar,AgeofEmpiresIIICompleteCollection,CallofDutyBlackOpsIIMultiplayer,Blender276b,WargameEuropeanEscalation
93290614,ArmaColdWarAssault,Unturned,DontStarve,Left4Dead2,Ricochet,Warframe,PAYDAY2,DCUniverseOnline,CastleCrashers,TorchlightII,PathofExile,CallofDutyModernWarfare3,DarkMessiahofMightMagicMultiPlayer,TheWitcher2AssassinsofKingsEnhancedEdition,GrandTheftAutoV,CounterStrike,Neverwinter,SidMeiersCivilizationV,FreeStyle2StreetBasketball,Rust
93300963,Warframe,Portal,CallofDutyBlackOps,AliensvsPredator,BioShockInfinite,MetroLastLight,Dishonored,MortalKombatKompleteEdition,TheWitcherEnhancedEdition,ChivalryMedievalWarfare,GoatSimulator,TorchlightII,HalfLife2,DarkMessiahofMightMagicMultiPlayer,TheWitcher2AssassinsofKingsEnhancedEdition,FTLFasterThanLight,PlanetSide2,RAGE,TeamFortress2,AssassinsCreedIII
93301496,Left4Dead2,NoMoreRoominHell,Unturned,GarrysMod,HalfLife2Deathmatch,Left4Dead,Warframe,Borderlands,ArcheAge,CallofDutyBlackOps,GoatSimulator,ChivalryMedievalWarfare,MarvelHeroes2015,FTLFasterThanLight,HeroesGenerals,Blender276b,DontStarve,Nosgoth,Robocraft,GrandTheftAutoV
93313267,Arma2OperationArrowhead,NEOTOKYO,RedOrchestraOstfront4145,GarrysMod,TheBindingofIsaac,MortalKombatKollection,StarWarsKnightsoftheOldRepublic,CallofDutyAdvancedWarfareMultiplayer,SourceFilmmaker,EastIndiaCompanyGold,ZombiesMonstersRobots,WormsReloaded,RisingStormRedOrchestra2Multiplayer,JustCause2,CallofDutyGhostsMultiplayer,DeathmatchClassic,Defiance,Elsword,CallofDutyWorldatWar,BatmanArkhamOrigins
93326304,NEOTOKYO,ArmaColdWarAssault,CallofDutyBlackOps,TeleglitchDieMoreEdition,MightMagicHeroesVI,APBReloaded,Starbound,TheWitcher2AssassinsofKingsEnhancedEdition,TheBindingofIsaac,WolfensteinTheNewOrder,MassEffect,Awesomenauts,OrcsMustDie,AssassinsCreedIII,JustCause2,WAKFU,KingdomsofAmalurReckoning,FalloutNewVegas,GuacameleeGoldEdition,Fallout
93341815,CallofDutyModernWarfare2,CounterStrike,Rust,Portal2,CrusaderKingsII,RisingStormRedOrchestra2Multiplayer,Ricochet,ArmaColdWarAssault,PAYDAY2,SpiralKnights,TotalWarSHOGUN2,HalfLife2EpisodeOne,Firefall,CallofDutyBlackOpsIIMultiplayer,TheStanleyParable,DeathmatchClassic,Dota2,CastleCrashers,BatmanArkhamAsylumGOTYEdition,BioShockInfinite
93345965,DontStarve,KerbalSpaceProgram,NEOTOKYO,MagickaWizardWars,CallofDutyModernWarfare3,Portal,Warframe,CallofDutyAdvancedWarfare,SeriousSamHDTheSecondEncounter,EuroTruckSimulator2,UniverseSandbox,HotlineMiami,NoMoreRoominHell,RomeTotalWar,Unturned,Blender276b,SuperMondayNightCombat,Audiosurf,GoatSimulator,Nosgoth
93350571,GarrysMod,NapoleonTotalWar,GrandTheftAutoEpisodesfromLibertyCity,SniperEliteV2,CounterStrike,Arma2OperationArrowhead,NoMoreRoominHell,AlanWake,TERA,EuropaUniversalisIV,DeadIslandEpidemic,CompanyofHeroes2,GrandTheftAutoV,SaintsRowTheThird,AlienSwarm,DefyGravity,Trove,GunMonkeys,CallofDutyGhostsMultiplayer,EmpireTotalWar
93413084,FalloutNewVegas,CounterStrike,TomClancysGhostReconPhantomsNA,NapoleonTotalWar,TombRaider,ClickerHeroes,Borderlands2,JustCause2,TheForest,H1Z1,Transformice,Arma3,AlanWake,theHunter,UberStrike,Left4Dead,AmericasArmyProvingGrounds,TheLordoftheRingsWarintheNorth,RocketLeague,EuropaUniversalisIV
93458820,NEOTOKYO,ArmaColdWarAssault,SourceFilmmaker,WormsReloaded,StarWarsKnightsoftheOldRepublic,Blender276b,MarvelHeroes2015,APBReloaded,Borderlands,ZombiePanicSource,JustCause2,Left4Dead,Warhammer40000DawnofWarIIRetribution,Warhammer40000DawnofWarIIChaosRising,Audiosurf,DarkSoulsPreparetoDieEdition,PokerNightattheInventory,MortalKombatKollection,SuperMeatBoy,MightMagicHeroesVI
93478035,TeamFortress2,Warframe,Robocraft,CallofDutyBlackOps,Left4Dead2,Ricochet,DontStarve,Unturned,MortalKombatKompleteEdition,HalfLifeDeathmatchSource,Nosgoth,GoatSimulator,Neverwinter,TotalWarROMEIIEmperorEdition,FreeStyle2StreetBasketball,PAYDAY2,GrandTheftAutoV,H1Z1TestServer,CastleCrashers,TheWitcherEnhancedEdition
93514355,ArmaColdWarAssault,MountBladeWarband,RedOrchestraOstfront4145,TheWitcher2AssassinsofKingsEnhancedEdition,CallofDutyAdvancedWarfareMultiplayer,TheElderScrollsVSkyrim,JustCause2,CallofDutyModernWarfare2,Firefall,Arma2OperationArrowhead,MightMagicHeroesVI,GuacameleeGoldEdition,ShadowrunReturns,Defiance,APBReloaded,MedievalIITotalWarKingdoms,Arma2,CompanyofHeroes,PlanetaryAnnihilation,WolfensteinTheNewOrder
93575977,MightMagicHeroesVI,APBReloaded,MountBladeWarband,RedOrchestraOstfront4145,TheElderScrollsVSkyrim,JustCause2,GuacameleeGoldEdition,Warhammer40000DawnofWarIIChaosRising,TheBindingofIsaac,CompanyofHeroesTalesofValor,OddworldAbesOddysee,ShadowrunReturns,CallofDutyAdvancedWarfareMultiplayer,MedievalIITotalWarKingdoms,PlanetaryAnnihilation,RisingStormRedOrchestra2Multiplayer,OrcsMustDie,EndlessSpace,WormsReloaded,TeleglitchDieMoreEdition
93578126,ArmaColdWarAssault,Unturned,DontStarve,Left4Dead2,Ricochet,DCUniverseOnline,Warframe,CastleCrashers,PAYDAY2,CounterStrike,CallofDutyModernWarfare3,TheWitcher2AssassinsofKingsEnhancedEdition,DarkMessiahofMightMagicMultiPlayer,CallofDutyBlackOps,GrandTheftAutoV,FreetoPlay,PathofExile,JustCause,HalfLife2Deathmatch,TorchlightII
93644606,JustCause2,FarCry3,DarkSoulsPreparetoDieEdition,TheElderScrollsIVOblivion,TheBindingofIsaac,NapoleonTotalWar,DeusExHumanRevolution,GunMonkeys,SourceFilmmaker,HalfLifeDeathmatchSource,DeathmatchClassic,Spore,Trove,Portal,Awesomenauts,MightMagicHeroesVI,WormsReloaded,RisingStormRedOrchestra2Multiplayer,GuacameleeGoldEdition,RealmoftheMadGod
93669877,MightMagicHeroesVI,APBReloaded,MountBladeWarband,JustCause2,RedOrchestraOstfront4145,CallofDutyAdvancedWarfareMultiplayer,GuacameleeGoldEdition,ShadowrunReturns,OrcsMustDie,TheBindingofIsaac,TeleglitchDieMoreEdition,CommandandConquerRedAlert3Uprising,FootballManager2012,StarWarsKnightsoftheOldRepublic,BatmanArkhamOrigins,KingdomsofAmalurReckoning,CompanyofHeroesTalesofValor,MedievalIITotalWar,SupremeCommander,Fallout
93697357,GarrysMod,HalfLifeDeathmatchSource,Borderlands,SourceFilmmaker,DarkSoulsPreparetoDieEdition,NEOTOKYO,APBReloaded,StarWarsKnightsoftheOldRepublic,TheBindingofIsaac,Blender276b,TheElderScrollsIVOblivion,Audiosurf,ZombiePanicSource,WormsReloaded,SuperMeatBoy,ArcheAge,MarvelHeroes2015,FEAROnline,Left4Dead,StarWarsBattlefrontII
